reg_rate_l2,accuracy
0.0036270433814120763,0.4272
0.018685523496994493,0.4192
2.2950148124910536e-05,0.4314
0.02128102177161936,0.4162
0.004757365134114839,0.431
0.049930653373443656,0.4018
0.047252900110381114,0.3996
0.002736408713025794,0.436
0.0007100154218883357,0.4354
4.0875123180779925e-05,0.429
