reg_rate_l2,accuracy
0.044469031720549036,0.4686
0.039297723475068706,0.4724
0.0007336444239677217,0.5
0.001504719671957678,0.5038
0.000738565306808604,0.5006
0.0002873367336773671,0.5086
2.4412628399055867e-05,0.5044
0.0008664250926101942,0.504
0.09071294146781558,0.433
0.0005175561026426038,0.5048
