reg_rate_l2,n_epochs,batch_size,lr_initial,loss_train,accuracy_train,loss_val,accuracy_val,loss_test,accuracy_test
0.1,80,100,0.001,1.7238579067766582,0.4347551020408163,1.7539402591001245,0.426,1.759594281954442,0.4138
0.1,80,100,0.0001,1.977586566331082,0.4117959183673469,1.9774187965115884,0.403,1.9953750736553597,0.4008
