reg_rate_l2,n_epochs,batch_size,lr_initial,loss_train,accuracy_train,loss_val,accuracy_val,loss_test,accuracy_test
0.1,40,100,0.001,4.084720373927335,0.4273265306122449,4.627859695806914,0.382,4.624452465642738,0.3864
0.1,40,100,0.0001,4.409361380717929,0.41589795918367345,4.683491224776039,0.389,4.728019163900667,0.3852
1.0,40,100,0.001,4.567731941885609,0.38912244897959186,4.705966537108464,0.381,4.753055986793155,0.3759
1.0,40,100,0.0001,4.499019132992672,0.4134897959183673,4.636894477734121,0.408,4.6901508689991465,0.3968
