reg_rate_l2,n_epochs,batch_size,lr_initial,loss_train,accuracy_train,loss_val,accuracy_val,loss_test,accuracy_test
0.1,60,100,0.001,1.727095511671938,0.4318571428571429,1.7600740142594982,0.418,1.7623371201522877,0.4133
0.2,60,100,0.001,1.7598661391233839,0.42473469387755103,1.7726744634497877,0.418,1.781285832404571,0.4119
0.4,60,100,0.001,1.8025472121147268,0.40891836734693876,1.7991129246584727,0.413,1.81565986264166,0.4003
0.6,60,100,0.001,1.827635117481623,0.40453061224489795,1.8205358499377986,0.406,1.83693300826922,0.3984
